Owner_Name,Account_Name,Stage,Closing_Date,Amount,Close_Month,Close_Year,Year,Month,Month_Name,Day_of_Week,Quarter
Daniell Hammack,Xx-zobam,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Daniell Hammack,Kinnamplus,Won,2017-09-07,5544.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Darcel Schlecht,Warephase,Lost,2017-11-15,0.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Darcel Schlecht,Treequote,Lost,2017-08-31,0.0,8.0,2017.0,2017.0,8.0,Aug,Thursday,Q3
Darcel Schlecht,Condax,Won,2017-09-18,4598.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Darcel Schlecht,Conecom,Won,2017-09-10,5008.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Darcel Schlecht,Statholdings,Won,2017-12-09,3932.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Donn Cantrell,Zathunicon,Won,2017-12-29,1166.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Gladys Colclough,Ron-tech,Lost,2017-12-06,0.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Hayden Neloms,Dalttechnology,Won,2017-09-06,1195.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
James Ascencio,Xx-holding,Lost,2017-11-04,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Jonathan Berthelot,Genco Pura Olive Oil Company,Won,2017-12-23,551.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Jonathan Berthelot,Globex Corporation,Won,2017-09-08,623.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Kary Hendrixson,Kan-code,Lost,2017-11-16,0.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Kary Hendrixson,Plexzap,Lost,2017-11-05,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Lajuana Vencill,Genco Pura Olive Oil Company,Lost,2017-09-10,0.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Markita Hansen,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Labdrill,Lost,2017-09-19,0.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Markita Hansen,Xx-holding,Won,2017-09-15,4592.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Marty Freudenburg,Condax,Won,2017-12-22,555.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Marty Freudenburg,Dontechi,Won,2017-11-14,3703.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Maureen Marcano,Scotfind,Won,2017-12-13,942.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Maureen Marcano,Groovestreet,Won,2017-12-08,6489.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Niesha Huffines,Cancity,Lost,2017-11-20,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Rosalina Dieter,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Rosalina Dieter,Sunnamplex,Won,2017-11-17,63.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Rosie Papadopoulos,Bubba Gump,Won,2017-12-08,3974.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Versie Hillebrand,Conecom,Won,2017-11-16,66.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Vicki Laflamme,Finjob,Won,2017-12-14,532.0,12.0,2017.0,2017.0,12.0,Dec,Thursday,Q4
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Dalttechnology,Won,2017-12-21,503.0,12.0,2017.0,2017.0,12.0,Dec,Thursday,Q4
Anna Snelling,Zumgoity,Won,2017-11-24,594.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Boris Faz,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Ganjaflex,Won,2017-09-02,4958.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Cassey Cress,Mathtouch,Won,2017-11-30,4201.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Cecily Lampkin,Streethex,Lost,2017-09-13,0.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Corliss Cosme,Plussunin,Lost,2017-11-13,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Daniell Hammack,Mathtouch,Lost,2017-11-06,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Darcel Schlecht,Finhigh,Won,2017-09-10,5293.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Donn Cantrell,Ganjaflex,Won,2017-11-26,4456.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Hayden Neloms,Newex,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Jonathan Berthelot,Globex Corporation,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Jonathan Berthelot,Globex Corporation,Won,2017-12-20,525.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Kami Bicknell,Opentech,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Finhigh,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Marty Freudenburg,Dontechi,Won,2017-09-16,4809.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Maureen Marcano,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Moses Frase,Warephase,Won,2017-12-17,1374.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Moses Frase,Scottech,Won,2017-11-08,57.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Rosie Papadopoulos,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Versie Hillebrand,Zumgoity,Won,2017-09-15,552.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Versie Hillebrand,Toughzap,Won,2017-09-03,59.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Versie Hillebrand,Betatech,Won,2017-09-30,4011.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Rantouch,Won,2017-12-20,54.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Vicki Laflamme,Green-Plus,Won,2017-09-07,3337.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Violet Mclelland,Yearin,Won,2017-09-22,60.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Blackzim,Won,2017-11-19,1011.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Anna Snelling,Stanredtax,Won,2017-12-03,514.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Anna Snelling,Streethex,Won,2017-11-13,1060.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Anna Snelling,Treequote,Won,2017-11-08,58.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Cassey Cress,Zotware,Engaging,,472.0,-1.0,-1.0,,,,,
Cecily Lampkin,Isdom,Lost,2017-12-01,0.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Corliss Cosme,Goodsilron,Engaging,,472.0,-1.0,-1.0,,,,,
Darcel Schlecht,Isdom,Lost,2017-09-17,0.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Darcel Schlecht,Cancity,Won,2017-09-12,4375.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Darcel Schlecht,Rundofase,Won,2017-12-04,4819.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Elease Gluck,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Gladys Colclough,Stanredtax,Won,2017-11-04,5729.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Gladys Colclough,Warephase,Won,2017-11-06,3447.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
James Ascencio,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Doncon,Won,2017-11-13,6101.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Kami Bicknell,J-Texon,Won,2017-09-18,1088.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Kami Bicknell,Sunnamplex,Won,2017-09-17,5431.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Kami Bicknell,Hottechi,Won,2017-12-13,50.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Kami Bicknell,Konex,Won,2017-11-25,62.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Kary Hendrixson,Zoomit,Won,2017-11-29,57.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Niesha Huffines,Zumgoity,Won,2017-09-14,1098.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Rosie Papadopoulos,Umbrella Corporation,Won,2017-11-16,975.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Rosie Papadopoulos,Plussunin,Won,2017-11-05,56.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Versie Hillebrand,Globex Corporation,Won,2017-09-14,63.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Versie Hillebrand,Isdom,Won,2017-09-11,61.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Zane Levy,Labdrill,Won,2017-12-03,614.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Anna Snelling,Gogozoom,Lost,2017-11-04,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Darcel Schlecht,Betatech,Lost,2017-12-13,0.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Elease Gluck,Plexzap,Engaging,,472.0,-1.0,-1.0,,,,,
Garret Kinder,Acme Corporation,Won,2017-09-17,57.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Gladys Colclough,Domzoom,Won,2017-12-04,58.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Hayden Neloms,Hatfan,Lost,2017-12-20,0.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Hayden Neloms,Goodsilron,Won,2017-12-15,3482.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
James Ascencio,Hatfan,Lost,2017-11-05,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
James Ascencio,Singletechno,Lost,2017-11-11,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
James Ascencio,Plusstrip,Won,2017-11-24,529.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Kary Hendrixson,Blackzim,Lost,2017-11-24,0.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Kary Hendrixson,Plusstrip,Won,2017-11-08,505.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Markita Hansen,Sonron,Won,2017-12-27,456.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Marty Freudenburg,Bioholding,Lost,2017-12-13,0.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Marty Freudenburg,Stanredtax,Lost,2017-11-29,0.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Versie Hillebrand,Globex Corporation,Lost,2017-11-11,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Versie Hillebrand,Hottechi,Lost,2017-11-30,0.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Vicki Laflamme,Lexiqvolax,Won,2017-09-16,555.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Vicki Laflamme,Konex,Won,2017-09-23,47.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Finjob,Won,2017-12-04,585.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Anna Snelling,Bioholding,Won,2017-09-06,64.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Anna Snelling,Inity,Won,2017-11-21,58.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Donn Cantrell,Gekko & Co,Won,2017-09-08,635.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Donn Cantrell,Donquadtech,Won,2017-09-13,5626.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Donn Cantrell,Xx-zobam,Won,2017-12-14,3595.0,12.0,2017.0,2017.0,12.0,Dec,Thursday,Q4
Elease Gluck,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Gladys Colclough,Treequote,Lost,2017-11-04,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Gladys Colclough,Inity,Won,2017-12-02,4981.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Hayden Neloms,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Hayden Neloms,Finhigh,Engaging,,472.0,-1.0,-1.0,,,,,
James Ascencio,Hatfan,Won,2017-09-14,524.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
James Ascencio,Nam-zim,Won,2017-12-06,54.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Jonathan Berthelot,Funholding,Won,2017-09-16,5080.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Kary Hendrixson,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Scotfind,Won,2017-12-12,50.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Maureen Marcano,Nam-zim,Won,2017-09-09,6656.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Reed Clapper,Donquadtech,Won,2017-09-10,4641.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Rosalina Dieter,Xx-holding,Won,2017-11-10,26186.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Vicki Laflamme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Vicki Laflamme,Newex,Won,2017-09-14,4251.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Ganjaflex,Won,2017-09-11,51.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Violet Mclelland,Gekko & Co,Won,2017-11-09,62.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Zane Levy,Golddex,Lost,2017-11-01,0.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Anna Snelling,Stanredtax,Lost,2017-11-12,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Anna Snelling,Scottech,Won,2017-11-21,58.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Boris Faz,Donware,Won,2017-11-11,973.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Boris Faz,Kinnamplus,Won,2017-09-13,4954.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Cassey Cress,Condax,Won,2017-09-06,5113.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Corliss Cosme,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Xx-zobam,Won,2017-12-26,4631.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Daniell Hammack,Condax,Won,2017-11-01,5807.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Darcel Schlecht,Hottechi,Lost,2017-11-30,0.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Gladys Colclough,Zumgoity,Won,2017-12-14,640.0,12.0,2017.0,2017.0,12.0,Dec,Thursday,Q4
Gladys Colclough,Konmatfix,Won,2017-11-25,3830.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
James Ascencio,Cheers,Won,2017-12-28,5285.0,12.0,2017.0,2017.0,12.0,Dec,Thursday,Q4
Jonathan Berthelot,Betatech,Lost,2017-11-19,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Kami Bicknell,Xx-holding,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Moses Frase,Domzoom,Won,2017-12-31,975.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Moses Frase,Funholding,Won,2017-12-13,847.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Niesha Huffines,Rangreen,Won,2017-12-15,2814.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Rosalina Dieter,Lexiqvolax,Won,2017-11-06,3275.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Versie Hillebrand,Betatech,Won,2017-12-26,41.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Vicki Laflamme,Dalttechnology,Won,2017-11-19,5185.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Vicki Laflamme,Dalttechnology,Won,2017-09-15,5191.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Violet Mclelland,Mathtouch,Won,2017-11-07,59.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Violet Mclelland,Silis,Won,2017-12-08,54.0,12.0,2017.0,2017.0,12.0,Dec,Friday,Q4
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Boris Faz,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Corliss Cosme,Iselectrics,Won,2017-11-17,1076.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Daniell Hammack,Plussunin,Won,2017-11-20,490.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Darcel Schlecht,dambase,Lost,2017-11-24,0.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Darcel Schlecht,Betatech,Lost,2017-09-13,0.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Gladys Colclough,Betatech,Lost,2017-12-10,0.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Hayden Neloms,Konmatfix,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kary Hendrixson,Konex,Lost,2017-11-13,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Kary Hendrixson,Labdrill,Won,2017-12-27,5663.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Markita Hansen,Hottechi,Lost,2017-11-06,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Maureen Marcano,Bioplex,Engaging,,472.0,-1.0,-1.0,,,,,
Niesha Huffines,Rundofase,Lost,2017-11-26,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Niesha Huffines,Dontechi,Won,2017-09-16,1166.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
Rosalina Dieter,Nam-zim,Lost,2017-09-14,0.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Versie Hillebrand,Konmatfix,Lost,2017-09-15,0.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Versie Hillebrand,Rangreen,Lost,2017-11-26,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Vicki Laflamme,Lexiqvolax,Won,2017-12-04,491.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Vicki Laflamme,Green-Plus,Won,2017-11-07,5532.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Vicki Laflamme,Blackzim,Won,2017-11-14,3930.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Vicki Laflamme,Labdrill,Won,2017-11-21,2689.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Cassey Cress,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Cassey Cress,Ontomedia,Engaging,,472.0,-1.0,-1.0,,,,,
Daniell Hammack,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Darcel Schlecht,Codehow,Won,2017-11-19,5987.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Darcel Schlecht,Treequote,Won,2017-12-30,5141.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Darcel Schlecht,Codehow,Won,2017-09-13,48.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Donn Cantrell,Plussunin,Lost,2017-11-03,0.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Donn Cantrell,Xx-zobam,Won,2017-09-20,3206.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Elease Gluck,Labdrill,Won,2017-11-29,61.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Garret Kinder,Acme Corporation,Lost,2017-12-04,0.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Gladys Colclough,Konmatfix,Won,2017-11-22,5078.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Jonathan Berthelot,Statholdings,Lost,2017-11-19,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Jonathan Berthelot,Streethex,Won,2017-11-07,532.0,11.0,2017.0,2017.0,11.0,Nov,Tuesday,Q4
Kami Bicknell,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Kami Bicknell,Lexiqvolax,Won,2017-09-15,56.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Kary Hendrixson,Iselectrics,Engaging,,472.0,-1.0,-1.0,,,,,
Markita Hansen,Scotfind,Won,2017-12-09,1182.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Marty Freudenburg,Funholding,Won,2017-12-20,5788.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Versie Hillebrand,Streethex,Lost,2017-09-13,0.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Versie Hillebrand,Cancity,Won,2017-09-12,61.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Vicki Laflamme,Scotfind,Won,2017-12-16,5115.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Vicki Laflamme,Y-corporation,Won,2017-09-15,5227.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Violet Mclelland,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Wilburn Farren,Zathunicon,Won,2017-12-06,1144.0,12.0,2017.0,2017.0,12.0,Dec,Wednesday,Q4
Zane Levy,Groovestreet,Engaging,,472.0,-1.0,-1.0,,,,,
Anna Snelling,Statholdings,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Anna Snelling,Ron-tech,Won,2017-12-12,1249.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Boris Faz,Unknown,Engaging,,472.0,-1.0,-1.0,,,,,
Boris Faz,Sumace,Won,2017-12-03,1106.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Cassey Cress,Bubba Gump,Won,2017-11-18,1251.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Corliss Cosme,Plussunin,Lost,2017-11-18,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Corliss Cosme,Donware,Won,2017-09-18,4975.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Corliss Cosme,Umbrella Corporation,Won,2017-09-17,54.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Darcel Schlecht,Ron-tech,Won,2017-11-09,3975.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Darcel Schlecht,Codehow,Won,2017-09-12,2969.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Garret Kinder,Sumace,Won,2017-09-13,558.0,9.0,2017.0,2017.0,9.0,Sep,Wednesday,Q3
Gladys Colclough,Isdom,Lost,2017-11-29,0.0,11.0,2017.0,2017.0,11.0,Nov,Wednesday,Q4
Jonathan Berthelot,Betatech,Won,2017-09-18,585.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Kary Hendrixson,Plexzap,Won,2017-12-17,566.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Markita Hansen,Scotfind,Won,2017-11-16,4722.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Moses Frase,Condax,Won,2017-12-11,1033.0,12.0,2017.0,2017.0,12.0,Dec,Monday,Q4
Niesha Huffines,Dontechi,Won,2017-12-19,587.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Reed Clapper,Silis,Lost,2017-11-27,0.0,11.0,2017.0,2017.0,11.0,Nov,Monday,Q4
Rosalina Dieter,Iselectrics,Engaging,,472.0,-1.0,-1.0,,,,,
Versie Hillebrand,Funholding,Won,2017-11-02,62.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Versie Hillebrand,Konmatfix,Won,2017-12-12,54.0,12.0,2017.0,2017.0,12.0,Dec,Tuesday,Q4
Vicki Laflamme,Condax,Won,2017-11-03,499.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Wilburn Farren,Zotware,Lost,2017-11-17,0.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Zane Levy,Nam-zim,Engaging,,472.0,-1.0,-1.0,,,,,
Zane Levy,Faxquote,Won,2017-11-26,458.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Zane Levy,Condax,Won,2017-11-30,61.0,11.0,2017.0,2017.0,11.0,Nov,Thursday,Q4
Anna Snelling,Treequote,Lost,2017-12-17,0.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Anna Snelling,Funholding,Won,2017-09-24,5600.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Boris Faz,Umbrella Corporation,Lost,2017-11-19,0.0,11.0,2017.0,2017.0,11.0,Nov,Sunday,Q4
Boris Faz,Zotware,Won,2017-12-17,1259.0,12.0,2017.0,2017.0,12.0,Dec,Sunday,Q4
Boris Faz,Zotware,Won,2017-09-14,1114.0,9.0,2017.0,2017.0,9.0,Sep,Thursday,Q3
Boris Faz,Kinnamplus,Won,2017-11-25,57.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Cassey Cress,Donquadtech,Lost,2017-11-25,0.0,11.0,2017.0,2017.0,11.0,Nov,Saturday,Q4
Cecily Lampkin,Scottech,Lost,2017-11-17,0.0,11.0,2017.0,2017.0,11.0,Nov,Friday,Q4
Corliss Cosme,Bluth Company,Lost,2017-12-30,0.0,12.0,2017.0,2017.0,12.0,Dec,Saturday,Q4
Daniell Hammack,Betasoloin,Lost,2017-09-19,0.0,9.0,2017.0,2017.0,9.0,Sep,Tuesday,Q3
Darcel Schlecht,Funholding,Won,2017-09-10,3346.0,9.0,2017.0,2017.0,9.0,Sep,Sunday,Q3
Donn Cantrell,Kan-code,Lost,2017-09-18,0.0,9.0,2017.0,2017.0,9.0,Sep,Monday,Q3
Donn Cantrell,Kan-code,Lost,2017-09-22,0.0,9.0,2017.0,2017.0,9.0,Sep,Friday,Q3
Donn Cantrell,Ontomedia,Lost,2017-09-16,0.0,9.0,2017.0,2017.0,9.0,Sep,Saturday,Q3
